company,ticker,date,open,high,low,close,volume
Walmart,WMT,2024-11-04,81.41,82.11,81.21,81.65,11731000
Amazon,AMZN,2024-11-04,196.45,197.33,194.31,195.78,38492100
Apple,AAPL,2024-11-04,219.75,221.54,218.48,220.77,44944500
Unitedhealth Group,UNH,2024-11-04,554.71,556.52,543.63,545.93,2656600
Cvs,CVS,2024-11-04,53.67,54.33,52.41,52.41,11544200
Exxon Mobil,XOM,2024-11-04,111.05,113.56,110.91,113.48,14965400
Alphabet,GOOGL,2024-11-04,169.18,169.98,167.27,168.5,21492700
Mckesson,MCK,2024-11-04,523.53,525.89,520.14,523.62,1276100
Cencora,COR,2024-11-04,232.88,234.09,230.93,231.57,1036900
Costco,COST,2024-11-04,876.76,882.4,872.18,881.47,1576700
Jp Morgan Chase,JPM,2024-11-04,218.03,219.12,214.63,215.22,8229600
Microsoft,MSFT,2024-11-04,405.99,406.6,401.8,404.66,19672300
Cardinal Health,CAH,2024-11-04,115.41,115.41,110.26,110.31,4392700
Chevron,CVX,2024-11-04,146.09,146.09,144.39,145.66,6130000
Cigna,CI,2024-11-04,310.78,312.02,305.56,306.46,1695700
Ford Motor,F,2024-11-04,9.4,9.71,9.4,9.52,55323800
Bank Of America,BAC,2024-11-04,40.65,41.05,40.16,40.38,31110100
General Motors,GM,2024-11-04,50.45,52.22,50.45,51.26,9778500
Elevance Health,ELV,2024-11-04,407.55,412.08,406.2,410.36,1931000
Citigroup,C,2024-11-04,61.29,61.91,60.55,60.67,9419600
Centene,CNC,2024-11-04,64.0,65.4,63.73,63.82,5930100
Home Depot,HD,2024-11-04,382.87,391.21,382.01,386.41,2690500
Marathon Petroleum,MPC,2024-11-04,139.79,142.38,139.48,140.98,2377900
Kroger,KR,2024-11-04,55.02,55.36,54.76,54.85,3043000
Phillips 66,PSX,2024-11-04,114.82,117.17,114.82,115.63,2185500
Fannie Mae,FNMA,2024-11-04,1.34,1.35,1.2,1.33,7285400
Valero Energy,VLO,2024-11-04,123.7,127.15,123.44,125.03,2424100
Meta Platforms,META,2024-11-04,562.33,566.91,556.14,558.92,12064600
Verizon Communications,VZ,2024-11-04,38.97,39.08,38.27,38.42,14760900
At&T,ATT.L,2024-11-04,364.0,368.5,363.5,367.0,607401
Comcast,CMCSA,2024-11-04,42.1,42.18,40.94,40.98,21752800
